Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Red,False,3,0.0,1.0,0.0,4.75,3.5,16.0,8.625,31.0,9.375,21.25,12.625,59.625,23.625,0.125,3.875,3.5,0.625,0.125,68.25,30.625,0.38,1.25,2.375,1.125,0.3225,87.75,48.875,2.0,4.0,11.125,7.625,19.0,12.5,48.75,13.875,9.625,4.375,62.125,19.25,0.25,4.125,3.875,1.5,0.125,77.375,30.75,0.39125,0.625,4.5,2.5,0.585,123.375,70.25,19.0,646.625,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,180.34,182.88,170.0,0.0,2.0,0.0,4.5,3.375,4.125,2.25,29.875,9.0,15.25,11.375,43.25,18.0,0.25,1.5,1.25,3.125,0.375,49.25,22.625,0.4825,0.625,3.625,2.0,0.6062500000000001,73.125,44.625,2.0,3.0,2.75,1.875,2.625,1.875,29.0,7.125,9.375,5.5,35.5,10.625,0.125,2.75,2.0,0.125,0.375,41.0,14.5,0.34125000000000005,1.0,3.125,1.0,0.43625,69.25,39.875,17.0,522.125,0.0,0.0,0.0,1.0,1.0,3.0,0.0,5.0,172.72,177.8,155.0,26.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,1.0,0.0,5.4,4.2,10.2,5.4,14.2,6.8,9.8,6.2,25.8,11.8,0.0,3.0,2.4,3.2,0.2,34.2,18.4,0.542,1.8,2.6,1.4,0.394,41.4,24.8,1.0,2.0,5.8,3.8,2.6,1.6,14.6,7.6,8.0,4.2,14.0,5.4,0.2,5.4,4.2,1.8,0.2,25.2,13.4,0.414,1.0,0.6,0.4,0.3,41.0,27.6,9.0,455.4,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,193.04,198.12,185.0,0.0,1.0,0.0,4.0,4.0,4.0,2.0,24.0,10.0,13.0,9.0,32.0,13.0,0.0,5.0,4.0,3.0,1.0,41.0,21.0,0.51,2.0,7.0,7.0,1.0,106.0,80.0,1.0,0.0,24.0,19.0,10.0,6.0,49.0,23.0,23.0,16.0,47.0,18.0,0.0,11.0,8.0,0.0,1.0,82.0,45.0,0.54,2.0,6.0,2.0,0.33,107.0,67.0,3.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,170.18,180.34,170.0,22.0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Red,False,3,1.0,0.0,0.0,3.571428571428572,2.0,2.7142857142857144,1.5714285714285714,40.57142857142857,11.0,11.285714285714285,7.571428571428571,47.28571428571429,14.714285714285715,0.2857142857142857,3.7142857142857135,3.4285714285714284,3.2857142857142856,0.0,54.57142857142857,20.142857142857142,0.3614285714285715,1.4285714285714286,6.2857142857142865,1.5714285714285714,0.34714285714285714,74.57142857142857,39.0,5.0,2.0,7.0,5.0,6.428571428571429,5.0,50.42857142857143,23.857142857142854,8.857142857142858,6.571428571428571,47.85714285714285,20.428571428571427,0.14285714285714285,10.857142857142858,10.0,0.2857142857142857,0.0,65.71428571428571,35.42857142857143,0.4571428571428571,0.42857142857142855,1.0,0.7142857142857143,0.10142857142857142,73.42857142857143,42.285714285714285,17.0,676.4285714285714,1.0,0.0,1.0,1.0,0.0,3.0,0.0,5.0,185.42,198.12,185.0,0.0,1.0,0.0,2.555555555555556,2.0,6.333333333333332,3.6666666666666665,16.0,6.888888888888888,18.555555555555557,9.888888888888891,38.111111111111114,18.222222222222218,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,40.888888888888886,20.444444444444443,0.4744444444444444,0.0,1.4444444444444444,1.1111111111111112,0.16666666666666666,53.66666666666666,31.555555555555557,1.0,5.0,2.0,1.6666666666666667,3.888888888888889,2.7777777777777777,14.444444444444445,4.5555555555555545,4.666666666666667,3.2222222222222223,18.11111111111111,6.888888888888888,0.3333333333333333,2.888888888888889,2.0,0.1111111111111111,0.0,23.0,10.555555555555557,0.3911111111111111,0.2222222222222222,1.5555555555555556,0.3333333333333333,0.16666666666666666,42.888888888888886,29.0,12.0,237.22222222222226,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,182.88,182.88,185.0,27.0,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,65.0,22.0,66.0,22.0,0.0,1.0,1.0,0.0,2.0,68.0,24.0,0.35,0.0,0.0,0.0,0.0,90.0,38.0,1.0,0.0,5.0,4.0,2.0,0.0,11.0,4.0,12.0,12.0,18.0,10.0,0.0,2.0,2.0,2.0,0.0,25.0,16.0,0.64,5.0,5.0,2.0,0.4,164.0,148.0,3.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,187.96,187.96,170.0,0.0,2.0,0.0,31.5,25.0,38.0,29.5,14.5,2.0,28.0,22.5,35.0,16.5,0.0,14.0,12.5,5.5,0.0,80.5,54.0,0.6699999999999999,1.0,6.5,4.5,0.7,236.0,202.5,2.0,0.0,18.5,10.0,25.5,14.0,22.5,13.5,1.5,0.5,22.0,11.0,0.0,9.0,7.0,0.0,0.0,49.5,28.0,0.575,0.0,3.0,0.5,0.5,74.0,52.0,6.0,900.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,185.42,187.96,170.0,23.0,23.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Red,False,3,0.0,1.0,0.0,15.5,7.5,13.5,6.0,131.5,32.5,5.0,3.0,128.5,28.5,0.0,6.0,5.5,0.5,0.0,150.0,41.5,0.275,0.0,0.5,0.5,0.5,227.5,113.0,1.0,1.0,4.0,2.5,3.0,1.0,55.0,24.5,10.5,4.5,43.5,10.0,0.0,21.0,17.5,3.0,0.0,68.5,30.0,0.39,1.0,12.0,4.0,0.325,126.5,83.5,6.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,185.42,182.88,135.0,0.0,2.0,0.0,1.0,0.5,1.0,0.5,6.5,1.5,11.5,9.5,18.0,11.0,0.0,0.0,0.0,3.0,0.5,19.0,11.5,0.63,2.0,2.0,1.5,0.375,62.0,50.5,2.0,0.0,0.5,0.0,0.5,0.0,6.5,1.0,0.5,0.0,5.5,0.0,0.0,1.5,1.0,0.0,0.5,7.5,1.0,0.08,0.0,1.0,0.0,0.0,10.0,3.5,3.0,270.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,177.8,180.34,155.0,27.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,24.0,7.0,0.0,0.0,21.0,4.0,1.0,2.0,2.0,0.0,0.0,24.0,7.0,0.29,0.0,0.0,0.0,0.0,24.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,8.0,0.0,0.0,27.0,6.0,0.0,2.0,2.0,0.0,0.0,29.0,8.0,0.27,0.0,0.0,0.0,0.0,29.0,8.0,1.0,209.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,180.34,185.42,170.0,0.0,1.0,0.0,8.9,7.0,10.1,6.0,29.4,10.3,24.8,16.1,49.7,21.1,0.2,5.7,4.3,2.8,0.0,64.3,32.4,0.523,1.0,5.4,2.9,0.5329999999999999,161.3,122.4,8.0,1.0,5.8,4.2,7.4,6.2,27.5,11.4,7.5,5.2,30.2,12.7,0.3,6.4,5.9,0.7,0.3,42.4,22.8,0.541,1.7,3.2,1.4,0.30700000000000005,56.7,36.2,28.0,802.6,1.0,0.0,1.0,4.0,1.0,3.0,0.0,9.0,182.88,193.04,170.0,28.0,31.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,True,5,0.0,3.0,0.0,3.9230769230769234,3.5384615384615383,2.8461538461538463,2.6923076923076925,10.923076923076923,4.307692307692308,8.461538461538463,4.461538461538462,16.153846153846153,6.0,0.3076923076923077,2.1538461538461537,1.9230769230769231,1.0769230769230769,0.0,22.23076923076923,11.461538461538463,0.5438461538461538,1.3846153846153846,1.9230769230769231,0.9230769230769232,0.4053846153846154,32.846153846153854,21.0,4.0,3.0,3.5384615384615383,3.1538461538461537,4.076923076923077,3.0,9.76923076923077,3.5384615384615383,9.076923076923077,7.153846153846153,17.923076923076927,9.076923076923077,0.0,1.4615384615384617,1.4615384615384617,0.3076923076923077,0.07692307692307693,22.923076923076927,13.692307692307693,0.5238461538461539,0.07692307692307693,0.38461538461538464,0.3076923076923077,0.2692307692307692,39.53846153846154,29.0,17.0,232.15384615384616,2.0,0.0,0.0,1.0,2.0,6.0,0.0,10.0,190.5,200.66,264.0,0.0,2.0,0.0,11.0,11.0,6.666666666666668,6.333333333333332,8.666666666666666,3.6666666666666665,24.0,20.666666666666668,26.0,17.333333333333332,0.6666666666666666,2.333333333333333,2.333333333333333,3.333333333333333,0.0,39.333333333333336,30.66666666666667,0.75,0.3333333333333333,3.6666666666666665,2.6666666666666665,0.7766666666666667,75.33333333333333,65.33333333333333,2.0,1.0,2.333333333333333,2.0,7.333333333333332,5.0,6.0,2.0,1.0,0.3333333333333333,9.333333333333334,3.0,0.0,2.6666666666666665,2.333333333333333,0.0,0.0,14.333333333333336,7.333333333333332,0.5499999999999999,1.0,1.0,0.3333333333333333,0.11,27.66666666666667,20.0,6.0,492.33333333333326,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,190.5,205.74,265.0,30.0,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Red,True,5,0.0,7.0,0.0,4.090909090909091,3.363636363636364,8.727272727272727,5.8181818181818175,45.27272727272727,17.727272727272727,11.0,5.727272727272728,48.54545454545455,16.363636363636363,0.7272727272727273,12.363636363636365,9.545454545454543,1.0,0.0,65.0,29.272727272727273,0.5245454545454545,0.3636363636363637,0.7272727272727273,0.5454545454545454,0.3636363636363637,80.0909090909091,42.27272727272727,7.0,2.0,5.636363636363638,3.8181818181818175,7.090909090909091,4.181818181818182,40.0,9.727272727272727,7.454545454545454,5.454545454545454,45.45454545454545,12.636363636363635,0.09090909090909093,3.4545454545454546,2.9090909090909087,1.2727272727272727,0.09090909090909093,54.54545454545455,19.363636363636363,0.42,0.6363636363636364,4.454545454545454,1.0,0.2881818181818181,69.18181818181819,33.36363636363637,22.0,498.09090909090907,0.0,0.0,0.0,2.0,6.0,0.0,1.0,9.0,175.26,177.8,170.0,0.0,5.0,0.0,10.142857142857142,9.0,5.642857142857142,4.214285714285714,43.78571428571429,21.857142857142854,30.57142857142857,21.357142857142858,61.85714285714285,32.285714285714285,0.5,8.0,6.142857142857142,4.857142857142857,0.2857142857142857,80.0,47.42857142857143,0.5857142857142856,1.0714285714285714,3.7857142857142856,2.9285714285714284,0.7457142857142857,140.57142857142858,104.71428571428572,5.0,2.0,4.714285714285714,3.6428571428571432,4.357142857142857,2.7142857142857144,31.142857142857146,8.5,2.642857142857143,1.5714285714285714,31.0,7.2857142857142865,0.14285714285714285,2.4285714285714284,1.8571428571428568,0.5,0.21428571428571427,38.142857142857146,12.785714285714285,0.3264285714285714,0.5,2.8571428571428568,0.35714285714285715,0.1207142857142857,56.85714285714285,30.07142857142857,33.0,656.5714285714286,7.0,0.0,1.0,4.0,5.0,2.0,0.0,12.0,180.34,193.04,185.0,25.0,28.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,3.0,0.0,11.375,9.5,13.625,8.75,61.125,22.0,15.5,8.875,75.375,27.125,0.375,3.5,3.0,1.375,0.25,90.25,39.625,0.4799999999999999,0.5,1.75,1.25,0.51625,109.5,55.875,4.0,1.0,4.5,2.625,5.25,2.5,48.0,16.0,2.625,1.125,47.125,13.75,0.125,4.25,3.25,1.75,0.125,55.875,19.625,0.3675,0.625,4.875,2.125,0.34875,69.0,30.5,16.0,555.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,7.0,185.42,190.5,185.0,0.0,2.0,0.0,6.5,5.5,18.666666666666668,13.0,30.83333333333333,11.833333333333336,17.333333333333332,11.333333333333336,52.0,23.33333333333333,0.3333333333333333,8.333333333333334,7.333333333333332,1.3333333333333333,0.16666666666666666,66.83333333333333,36.16666666666666,0.545,0.6666666666666666,3.5,2.0,0.5599999999999999,92.0,59.33333333333334,2.0,2.0,13.5,12.333333333333336,11.0,7.833333333333332,45.33333333333334,23.5,11.5,9.166666666666666,46.33333333333334,20.83333333333333,0.6666666666666666,8.0,7.333333333333332,1.8333333333333333,0.0,67.83333333333333,40.5,0.6066666666666667,0.5,3.6666666666666665,1.0,0.24,96.66666666666669,68.0,17.0,948.6666666666665,3.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,180.34,187.96,185.0,30.0,38.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,1.0,0.0,0.0,5.4444444444444455,3.888888888888889,10.666666666666666,7.4444444444444455,53.444444444444436,15.0,10.222222222222221,6.111111111111112,64.66666666666667,21.88888888888889,0.1111111111111111,4.222222222222221,2.7777777777777777,1.5555555555555556,0.1111111111111111,74.33333333333333,28.555555555555557,0.4011111111111112,0.8888888888888888,2.0,0.6666666666666666,0.13777777777777778,102.77777777777777,54.555555555555564,3.0,4.0,9.333333333333334,7.5555555555555545,14.333333333333336,10.444444444444443,54.66666666666666,22.555555555555557,5.333333333333333,3.4444444444444446,55.111111111111114,21.777777777777782,0.1111111111111111,9.888888888888891,7.111111111111112,1.1111111111111112,0.1111111111111111,74.33333333333333,36.444444444444436,0.5288888888888889,0.4444444444444444,4.4444444444444455,2.1111111111111107,0.3555555555555556,93.0,54.33333333333334,22.0,696.7777777777777,1.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,193.04,198.12,205.0,4.0,0.0,0.0,1.5,1.4,4.6,3.6,10.8,3.4,22.7,14.3,36.0,19.4,0.0,0.6,0.5,2.2,0.0,38.1,21.3,0.618,0.8,4.1,2.2,0.585,62.2,42.6,6.0,4.0,2.6,2.3,3.8,2.7,19.3,11.0,3.0,2.7,18.4,9.4,0.3,5.1,4.7,0.1,0.2,26.1,16.4,0.419,0.3,0.7,0.1,0.05,46.6,36.3,16.0,543.3,3.0,0.0,0.0,0.0,3.0,3.0,0.0,6.0,185.42,190.5,205.0,32.0,44.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,2.0,0.0,0.0,5.0,3.75,9.5,7.0,46.75,17.0,12.75,7.25,61.25,25.25,0.5,2.75,2.25,2.0,0.25,69.0,31.25,0.515,0.75,1.75,0.75,0.4575,117.5,77.5,2.0,2.0,8.75,7.0,18.5,12.5,39.75,9.25,13.25,7.0,56.5,15.75,0.0,6.25,6.0,1.25,0.0,71.5,28.75,0.43,0.75,6.75,3.25,0.22000000000000006,85.5,41.75,9.0,591.25,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,172.72,177.8,155.0,1.0,0.0,0.0,9.333333333333334,6.0,15.666666666666664,8.333333333333334,53.33333333333334,13.666666666666664,19.33333333333333,11.666666666666664,73.33333333333333,23.0,0.0,5.666666666666668,4.666666666666667,5.666666666666668,0.3333333333333333,88.33333333333331,33.666666666666664,0.4066666666666667,2.6666666666666665,6.666666666666668,3.0,0.4966666666666666,120.33333333333331,61.33333333333334,2.0,1.0,7.0,5.666666666666668,7.333333333333332,4.0,45.0,16.0,2.6666666666666665,1.3333333333333333,46.66666666666666,14.333333333333336,0.0,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,55.0,21.33333333333333,0.39,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.44333333333333336,73.0,38.333333333333336,9.0,866.3333333333335,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,172.72,180.34,155.0,29.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Red,False,3,0.0,1.0,0.0,0.5,0.5,1.8333333333333333,1.0,17.666666666666668,3.5,17.333333333333332,9.0,36.333333333333336,13.0,0.16666666666666666,0.0,0.0,3.1666666666666665,0.3333333333333333,36.833333333333336,13.5,0.47,0.16666666666666666,8.166666666666666,5.0,0.5766666666666667,83.16666666666667,56.0,3.0,2.0,2.833333333333333,1.5,2.333333333333333,0.8333333333333334,48.5,11.333333333333336,7.666666666666668,6.166666666666668,50.16666666666666,12.333333333333336,0.16666666666666666,5.5,4.5,0.3333333333333333,0.0,58.5,18.33333333333333,0.37833333333333335,0.16666666666666666,0.6666666666666666,0.5,0.5,91.0,47.5,14.0,621.8333333333334,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,190.5,193.04,205.0,0.0,2.0,0.0,23.0,16.0,39.0,24.0,34.5,13.0,8.5,6.5,54.0,24.5,0.5,5.0,3.0,3.0,0.0,82.0,43.5,0.565,0.0,7.5,4.5,0.55,109.0,69.0,2.0,0.0,16.5,10.5,38.5,21.5,41.0,13.5,0.5,0.5,47.5,13.0,0.0,16.0,12.0,0.0,0.0,80.0,35.5,0.44,0.0,1.5,0.0,0.0,106.0,60.0,6.0,900.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,193.04,213.36,205.0,24.0,21.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,1.0,0.0,7.0,5.0,17.0,13.0,49.0,15.0,10.0,6.0,63.0,24.0,0.0,6.0,5.0,7.0,1.0,76.0,34.0,0.44,0.0,4.0,3.0,0.75,149.0,98.0,1.0,0.0,1.0,1.0,3.0,1.0,32.0,13.0,40.0,17.0,71.0,27.0,0.0,3.0,3.0,0.0,3.0,75.0,31.0,0.41,0.0,2.0,2.0,1.0,101.0,53.0,3.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,177.8,182.88,155.0,1.0,0.0,0.0,2.333333333333333,2.333333333333333,14.0,13.666666666666664,14.0,2.6666666666666665,23.66666666666667,19.666666666666668,45.33333333333334,30.0,0.0,4.0,3.6666666666666665,5.666666666666668,0.0,51.66666666666666,36.0,0.5966666666666667,1.0,7.666666666666668,2.6666666666666665,0.5133333333333333,91.66666666666669,74.66666666666667,2.0,1.0,12.0,9.333333333333334,15.0,11.333333333333336,26.33333333333333,9.666666666666666,5.333333333333333,3.6666666666666665,25.33333333333333,8.333333333333334,0.0,9.333333333333334,7.0,0.6666666666666666,0.0,46.66666666666666,24.66666666666667,0.4166666666666667,1.0,6.666666666666668,1.0,0.22,76.0,52.33333333333334,9.0,808.3333333333335,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,187.96,193.04,170.0,25.0,27.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Red,False,3,0.0,2.0,0.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,4.666666666666667,1.6666666666666667,7.666666666666668,3.6666666666666665,11.333333333333336,4.666666666666667,0.0,1.0,1.0,1.3333333333333333,0.3333333333333333,14.0,6.333333333333332,0.47,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,24.66666666666667,16.333333333333332,2.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.0,4.333333333333333,1.6666666666666667,2.333333333333333,0.3333333333333333,6.333333333333332,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,8.0,3.0,0.4000000000000001,1.3333333333333333,1.0,0.3333333333333333,0.11,20.0,12.666666666666664,3.0,200.33333333333331,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,187.96,193.04,185.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,18.0,12.0,22.0,14.0,0.0,0.0,0.0,2.0,0.0,22.0,14.0,0.63,0.0,19.0,7.0,0.36,82.0,70.0,1.0,0.0,3.0,3.0,8.0,5.0,10.0,1.0,4.0,4.0,18.0,6.0,0.0,1.0,1.0,0.0,0.0,22.0,10.0,0.45,0.0,0.0,0.0,0.0,116.0,101.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,182.88,187.96,205.0,25.0,26.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Red,False,3,1.0,0.0,0.0,4.666666666666667,4.666666666666667,7.333333333333332,4.666666666666667,10.666666666666666,4.666666666666667,35.0,23.66666666666667,47.66666666666666,28.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.6666666666666665,0.0,53.0,33.0,0.6266666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,100.66666666666669,76.0,1.0,2.0,2.0,1.6666666666666667,5.0,3.0,10.666666666666666,3.6666666666666665,3.6666666666666665,2.333333333333333,16.666666666666668,6.666666666666668,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,19.33333333333333,9.0,0.4866666666666666,3.333333333333333,1.3333333333333333,0.3333333333333333,0.11,38.66666666666666,27.0,5.0,487.33333333333326,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,172.72,177.8,145.0,1.0,0.0,0.0,6.0,5.0,6.5,5.0,17.5,9.0,3.0,1.5,14.0,4.0,0.0,7.0,6.5,1.5,0.0,27.0,15.5,0.485,1.5,7.0,1.5,0.575,48.0,35.0,1.0,1.0,8.0,5.0,12.5,9.0,15.5,5.5,2.0,1.0,17.5,6.5,0.5,4.5,4.0,0.0,0.5,30.0,15.5,0.35500000000000004,2.0,1.0,0.0,0.0,54.0,39.0,4.0,524.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,177.8,180.34,155.0,27.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,3.0,0.0,8.5,5.875,8.75,6.0,58.875,16.375,22.25,13.75,72.75,22.125,0.375,8.625,8.125,2.75,0.0,89.875,36.125,0.4325000000000001,0.75,9.5,4.0,0.4425000000000001,133.25,75.625,3.0,3.0,5.375,4.25,7.25,4.875,81.5,24.125,3.5,3.0,84.875,26.0,0.0,2.0,1.75,0.125,0.25,92.25,32.0,0.335,0.875,2.0,0.375,0.16625,113.625,50.5,21.0,748.5,0.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,170.18,177.8,155.0,0.0,3.0,0.0,8.545454545454545,7.1818181818181825,5.8181818181818175,4.0,47.27272727272727,14.636363636363635,24.90909090909091,14.090909090909092,68.54545454545455,24.72727272727273,0.3636363636363637,0.9090909090909092,0.8181818181818182,2.0,0.2727272727272727,78.0,32.72727272727273,0.46,0.9090909090909092,5.545454545454546,1.5454545454545454,0.3618181818181818,94.27272727272728,46.63636363636363,6.0,2.0,2.9090909090909087,2.1818181818181817,6.636363636363638,3.5454545454545454,41.90909090909091,12.090909090909092,4.2727272727272725,2.363636363636364,48.45454545454545,14.636363636363635,0.0,1.4545454545454546,1.181818181818182,0.2727272727272727,0.18181818181818185,52.81818181818182,18.0,0.4581818181818182,0.3636363636363637,2.363636363636364,1.4545454545454546,0.33,82.0909090909091,44.63636363636363,26.0,656.3636363636364,1.0,0.0,0.0,4.0,5.0,0.0,0.0,9.0,177.8,182.88,170.0,27.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
